,abilities,attack,base_total,capture_rate,classfication,defense,experience_growth,height_m,hp,name,percentage_male,pokedex_number,sp_attack,sp_defense,speed,type1,type2,weight_kg,generation,is_legendary
648,['Download'],120,600,3,Paleozoic Pok̩mon,95,1250000,1.5,71,Genesect,,649,120,95,99,bug,steel,82.5,5,1
649,"['Overgrow', 'Bulletproof']",61,313,45,Spiky Nut Pok̩mon,65,1059860,0.4,56,Chespin,88.1,650,48,45,38,grass,,9.0,6,0
650,"['Overgrow', 'Bulletproof']",78,405,45,Spiny Armor Pok̩mon,95,1059860,0.7,61,Quilladin,88.1,651,56,58,57,grass,,29.0,6,0
651,"['Overgrow', 'Bulletproof']",107,530,45,Spiny Armor Pok̩mon,122,1059860,1.6,88,Chesnaught,88.1,652,74,75,64,grass,fighting,90.0,6,0
652,"['Blaze', 'Magician']",45,307,45,Fox Pok̩mon,40,1059860,0.4,40,Fennekin,88.1,653,62,60,60,fire,,9.4,6,0
653,"['Blaze', 'Magician']",59,409,45,Fox Pok̩mon,58,1059860,1.0,59,Braixen,88.1,654,90,70,73,fire,,14.5,6,0
654,"['Blaze', 'Magician']",69,534,45,Fox Pok̩mon,72,1059860,1.5,75,Delphox,88.1,655,114,100,104,fire,psychic,39.0,6,0
655,"['Torrent', 'Protean']",56,314,45,Bubble Frog Pok̩mon,40,1059860,0.3,41,Froakie,88.1,656,62,44,71,water,,7.0,6,0
656,"['Torrent', 'Protean']",63,405,45,Bubble Frog Pok̩mon,52,1059860,0.6,54,Frogadier,88.1,657,83,56,97,water,,10.9,6,0
657,"['Torrent', 'Protean', 'Battle Bond']",145,640,45,Ninja Pok̩mon,67,1059860,1.5,72,Greninja,88.1,658,153,71,132,water,dark,40.0,6,0
658,"['Pickup', 'Cheek Pouch', 'Huge Power']",36,237,255,Digging Pok̩mon,38,1000000,0.4,38,Bunnelby,50.0,659,32,36,57,normal,,5.0,6,0
659,"['Pickup', 'Cheek Pouch', 'Huge Power']",56,423,127,Digging Pok̩mon,77,1000000,1.0,85,Diggersby,50.0,660,50,77,78,normal,ground,42.4,6,0
660,"['Big Pecks', 'Gale Wings']",50,278,255,Tiny Robin Pok̩mon,43,1059860,0.3,45,Fletchling,50.0,661,40,38,62,normal,flying,1.7,6,0
661,"['Flame Body', 'Gale Wings']",73,382,120,Ember Pok̩mon,55,1059860,0.7,62,Fletchinder,50.0,662,56,52,84,fire,flying,16.0,6,0
662,"['Flame Body', 'Gale Wings']",81,499,45,Scorching Pok̩mon,71,1059860,1.2,78,Talonflame,50.0,663,74,69,126,fire,flying,24.5,6,0
663,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",35,200,255,Scatterdust Pok̩mon,40,1000000,0.3,38,Scatterbug,50.0,664,27,25,35,bug,,2.5,6,0
664,"['Shed Skin', 'Friend Guard']",22,213,120,Scatterdust Pok̩mon,60,1000000,0.3,45,Spewpa,50.0,665,27,30,29,bug,,8.4,6,0
665,"['Shield Dust', 'Compoundeyes', 'Friend Guard']",52,411,45,Scale Pok̩mon,50,1000000,1.2,80,Vivillon,50.0,666,90,50,89,bug,flying,17.0,6,0
666,"['Rivalry', 'Unnerve', 'Moxie']",50,369,220,Lion Cub Pok̩mon,58,1059860,0.6,62,Litleo,11.2,667,73,54,72,fire,normal,13.5,6,0
667,"['Rivalry', 'Unnerve', 'Moxie']",68,507,65,Royal Pok̩mon,72,1059860,1.5,86,Pyroar,11.2,668,109,66,106,fire,normal,81.5,6,0
668,"['Flower Veil', 'Symbiosis']",38,303,225,Single Bloom Pok̩mon,39,1000000,0.1,44,Flab̩b̩,0.0,669,61,79,42,fairy,,0.1,6,0
669,"['Flower Veil', 'Symbiosis']",65,551,120,Fairy Pok̩mon,67,1000000,0.2,74,Floette,0.0,670,125,128,92,fairy,,0.9,6,0
670,"['Flower Veil', 'Symbiosis']",65,552,45,Garden Pok̩mon,68,1000000,1.1,78,Florges,0.0,671,112,154,75,fairy,,10.0,6,0
671,"['Sap Sipper', 'Grass Pelt']",65,350,200,Mount Pok̩mon,48,1000000,0.9,66,Skiddo,50.0,672,62,57,52,grass,,31.0,6,0
672,"['Sap Sipper', 'Grass Pelt']",100,531,45,Mount Pok̩mon,62,1000000,1.7,123,Gogoat,50.0,673,97,81,68,grass,,91.0,6,0
673,"['Iron Fist', 'Mold Breaker', 'Scrappy']",82,348,220,Playful Pok̩mon,62,1000000,0.6,67,Pancham,50.0,674,46,48,43,fighting,,8.0,6,0
674,"['Iron Fist', 'Mold Breaker', 'Scrappy']",124,495,65,Daunting Pok̩mon,78,1000000,2.1,95,Pangoro,50.0,675,69,71,58,fighting,dark,136.0,6,0
675,['Fur Coat'],80,472,160,Poodle Pok̩mon,60,1000000,1.2,75,Furfrou,50.0,676,65,90,102,normal,,28.0,6,0
676,"['Keen Eye', 'Infiltrator', 'Own Tempo']",48,355,190,Restraint Pok̩mon,54,1000000,0.3,62,Espurr,50.0,677,63,60,68,psychic,,3.5,6,0
677,"['Keen Eye', 'Infiltrator', 'Prankster', 'Competitive']",48,466,75,Constraint Pok̩mon,76,1000000,0.6,74,Meowstic,50.0,678,83,81,104,psychic,,8.5,6,0
678,['No Guard'],80,325,180,Sword Pok̩mon,100,1000000,0.8,45,Honedge,50.0,679,35,37,28,steel,ghost,2.0,6,0
679,['No Guard'],110,448,90,Sword Pok̩mon,150,1000000,0.8,59,Doublade,50.0,680,45,49,35,steel,ghost,4.5,6,0
680,['Stance Change'],150,520,45,Royal Sword Pok̩mon,50,1000000,1.7,60,Aegislash,50.0,681,150,50,60,steel,ghost,53.0,6,0
681,"['Healer', 'Aroma Veil']",52,341,200,Perfume Pok̩mon,60,1000000,0.2,78,Spritzee,50.0,682,63,65,23,fairy,,0.5,6,0
682,"['Healer', 'Aroma Veil']",72,462,140,Fragrance Pok̩mon,72,1000000,0.8,101,Aromatisse,50.0,683,99,89,29,fairy,,15.5,6,0
683,"['Sweet Veil', 'Unburden']",48,341,200,Cotton Candy Pok̩mon,66,1000000,0.4,62,Swirlix,50.0,684,59,57,49,fairy,,3.5,6,0
684,"['Sweet Veil', 'Unburden']",80,480,140,Meringue Pok̩mon,86,1000000,0.8,82,Slurpuff,50.0,685,85,75,72,fairy,,5.0,6,0
685,"['Contrary', 'Suction Cups', 'Infiltrator']",54,288,190,Revolving Pok̩mon,53,1000000,0.4,53,Inkay,50.0,686,37,46,45,dark,psychic,3.5,6,0
686,"['Contrary', 'Suction Cups', 'Infiltrator']",92,482,80,Overturning Pok̩mon,88,1000000,1.5,86,Malamar,50.0,687,68,75,73,dark,psychic,47.0,6,0
687,"['Tough Claws', 'Sniper', 'Pickpocket']",52,306,120,Two-Handed Pok̩mon,67,1000000,0.5,42,Binacle,50.0,688,39,56,50,rock,water,31.0,6,0
688,"['Tough Claws', 'Sniper', 'Pickpocket']",105,500,45,Collective Pok̩mon,115,1000000,1.3,72,Barbaracle,50.0,689,54,86,68,rock,water,96.0,6,0
689,"['Poison Point', 'Poison Touch', 'Adaptability']",60,320,225,Mock Kelp Pok̩mon,60,1000000,0.5,50,Skrelp,50.0,690,60,60,30,poison,water,7.3,6,0
690,"['Poison Point', 'Poison Touch', 'Adaptability']",75,494,55,Mock Kelp Pok̩mon,90,1000000,1.8,65,Dragalge,50.0,691,97,123,44,poison,dragon,81.5,6,0
691,['Mega Launcher'],53,330,225,Water Gun Pok̩mon,62,1250000,0.5,50,Clauncher,50.0,692,58,63,44,water,,8.3,6,0
692,['Mega Launcher'],73,500,55,Howitzer Pok̩mon,88,1250000,1.3,71,Clawitzer,50.0,693,120,89,59,water,,35.3,6,0
693,"['Dry Skin', 'Sand Veil', 'Solar Power']",38,289,190,Generator Pok̩mon,33,1000000,0.5,44,Helioptile,50.0,694,61,43,70,electric,normal,6.0,6,0
694,"['Dry Skin', 'Sand Veil', 'Solar Power']",55,481,75,Generator Pok̩mon,52,1000000,1.0,62,Heliolisk,50.0,695,109,94,109,electric,normal,21.0,6,0
695,"['Strong Jaw', 'Sturdy']",89,362,45,Royal Heir Pok̩mon,77,1000000,0.8,58,Tyrunt,88.1,696,45,45,48,rock,dragon,26.0,6,0
696,"['Strong Jaw', 'Rock Head']",121,521,45,Despot Pok̩mon,119,1000000,2.5,82,Tyrantrum,88.1,697,69,59,71,rock,dragon,270.0,6,0
697,"['Refrigerate', 'Snow Warning']",59,362,45,Tundra Pok̩mon,50,1000000,1.3,77,Amaura,88.1,698,67,63,46,rock,ice,25.2,6,0
698,"['Refrigerate', 'Snow Warning']",77,521,45,Tundra Pok̩mon,72,1000000,2.7,123,Aurorus,88.1,699,99,92,58,rock,ice,225.0,6,0
699,"['Cute Charm', 'Pixilate']",65,525,45,Intertwining Pok̩mon,65,1000000,1.0,95,Sylveon,88.1,700,110,130,60,fairy,,23.5,6,0
700,"['Limber', 'Unburden', 'Mold Breaker']",92,500,100,Wrestling Pok̩mon,75,1000000,0.8,78,Hawlucha,50.0,701,74,63,118,fighting,flying,21.5,6,0
701,"['Cheek Pouch', 'Pickup', 'Plus']",58,431,180,Antenna Pok̩mon,57,1000000,0.2,67,Dedenne,50.0,702,81,67,101,electric,fairy,2.2,6,0
702,"['Clear Body', 'Sturdy']",50,500,60,Jewel Pok̩mon,150,1250000,0.3,50,Carbink,,703,50,150,50,rock,fairy,5.7,6,0
703,"['Sap Sipper', 'Hydration', 'Gooey']",50,300,45,Soft Tissue Pok̩mon,35,1250000,0.3,45,Goomy,50.0,704,55,75,40,dragon,,2.8,6,0
704,"['Sap Sipper', 'Hydration', 'Gooey']",75,452,45,Soft Tissue Pok̩mon,53,1250000,0.8,68,Sliggoo,50.0,705,83,113,60,dragon,,17.5,6,0
705,"['Sap Sipper', 'Hydration', 'Gooey']",100,600,45,Dragon Pok̩mon,70,1250000,2.0,90,Goodra,50.0,706,110,150,80,dragon,,150.5,6,0
706,"['Prankster', 'Magician']",80,470,75,Key Ring Pok̩mon,91,800000,0.2,57,Klefki,50.0,707,80,87,75,steel,fairy,3.0,6,0
707,"['Natural Cure', 'Frisk', 'Harvest']",70,309,120,Stump Pok̩mon,48,1000000,0.4,43,Phantump,50.0,708,50,60,38,ghost,grass,7.0,6,0
708,"['Natural Cure', 'Frisk', 'Harvest']",110,474,60,Elder Tree Pok̩mon,76,1000000,1.5,85,Trevenant,50.0,709,65,82,56,ghost,grass,71.0,6,0
709,"['Pickup', 'Frisk', 'Insomnia']",66,335,120,Pumpkin Pok̩mon,70,1000000,0.8,59,Pumpkaboo,50.0,710,44,55,41,ghost,grass,15.0,6,0
710,"['Pickup', 'Frisk', 'Insomnia']",100,494,60,Pumpkin Pok̩mon,122,1000000,1.7,85,Gourgeist,50.0,711,58,75,54,ghost,grass,39.0,6,0
711,"['Own Tempo', 'Ice Body', 'Sturdy']",69,304,190,Ice Chunk Pok̩mon,85,1000000,1.0,55,Bergmite,50.0,712,32,35,28,ice,,99.5,6,0
712,"['Own Tempo', 'Ice Body', 'Sturdy']",117,514,55,Iceberg Pok̩mon,184,1000000,2.0,95,Avalugg,50.0,713,44,46,28,ice,,505.0,6,0
713,"['Frisk', 'Infiltrator', 'Telepathy']",30,245,190,Sound Wave Pok̩mon,35,1000000,0.5,40,Noibat,50.0,714,45,40,55,flying,dragon,8.0,6,0
714,"['Frisk', 'Infiltrator', 'Telepathy']",70,535,45,Sound Wave Pok̩mon,80,1000000,1.5,85,Noivern,50.0,715,97,80,123,flying,dragon,85.0,6,0
715,['Fairy Aura'],131,680,45,Life Pok̩mon,95,1250000,3.0,126,Xerneas,,716,131,98,99,fairy,,215.0,6,1
716,['Dark Aura'],131,680,45,Destruction Pok̩mon,95,1250000,5.8,126,Yveltal,,717,131,98,99,dark,flying,203.0,6,1
717,"['Aura Break', 'Power Construct']",100,708,3,Order Pok̩mon,121,1250000,5.0,216,Zygarde,,718,91,95,85,dragon,ground,284.6,6,1
718,['Clear Body'],160,700,3,Jewel Pok̩mon,110,1250000,0.7,50,Diancie,,719,160,110,110,rock,fairy,8.8,6,1
719,['Magician'],160,680,3,Mischief Pok̩mon (Confined)Djinn Pok̩monn (Unbound),60,1250000,,80,Hoopa,,720,170,130,80,psychic,ghost,,6,1
720,['Water Absorb'],110,600,3,Steam Pok̩mon,120,1250000,1.7,80,Volcanion,,721,130,90,70,fire,water,195.0,6,1
721,"['Overgrow', 'Long Reach']",55,320,45,Grass Quill Pok̩mon,55,1059860,0.3,68,Rowlet,88.1,722,50,50,42,grass,flying,1.5,7,0
722,"['Overgrow', 'Long Reach']",75,420,45,Blade Quill Pok̩mon,75,1059860,0.7,78,Dartrix,88.1,723,70,70,52,grass,flying,16.0,7,0
723,"['Overgrow', 'Long Reach']",107,530,45,Arrow Quill Pok̩mon,75,1059860,1.6,78,Decidueye,88.1,724,100,100,70,grass,ghost,36.6,7,0
724,"['Blaze', 'Intimidate']",65,320,45,Fire Cat Pok̩mon,40,1059860,0.4,45,Litten,88.1,725,60,40,70,fire,,4.3,7,0
725,"['Blaze', 'Intimidate']",85,420,45,Fire Cat Pok̩mon,50,1059860,0.7,65,Torracat,88.1,726,80,50,90,fire,,25.0,7,0
726,"['Blaze', 'Intimidate']",115,530,45,Heel Pok̩mon,90,1059860,1.8,95,Incineroar,88.1,727,80,90,60,fire,dark,83.0,7,0
727,"['Torrent', 'Liquid Voice']",54,320,45,Sea Lion Pok̩mon,54,1059860,0.4,50,Popplio,88.1,728,66,56,40,water,,7.5,7,0
728,"['Torrent', 'Liquid Voice']",69,420,45,Pop Star Pok̩mon,69,1059860,0.6,60,Brionne,88.1,729,91,81,50,water,,17.5,7,0
729,"['Torrent', 'Liquid Voice']",74,530,45,Soloist Pok̩mon,74,1059860,1.8,80,Primarina,88.1,730,126,116,60,water,fairy,44.0,7,0
730,"['Keen Eye', 'Skill Link', 'Pickup']",75,265,255,Woodpecker Pok̩mon,30,1000000,0.3,35,Pikipek,50.0,731,30,30,65,normal,flying,1.2,7,0
731,"['Keen Eye', 'Skill Link', 'Pickup']",85,355,120,Bugle Beak Pok̩mon,50,1000000,0.6,55,Trumbeak,50.0,732,40,50,75,normal,flying,14.8,7,0
732,"['Keen Eye', 'Skill Link', 'Sheer Force']",120,485,45,Cannon Pok̩mon,75,1000000,1.1,80,Toucannon,50.0,733,75,75,60,normal,flying,26.0,7,0
733,"['Stakeout', 'Strong Jaw', 'Adaptability']",70,253,255,Loitering Pok̩mon,30,1000000,0.4,48,Yungoos,50.0,734,30,30,45,normal,,6.0,7,0
734,"['Stakeout', 'Strong Jaw', 'Adaptability']",110,418,127,Stakeout Pok̩mon,60,1000000,0.7,88,Gumshoos,50.0,735,55,60,45,normal,,14.2,7,0
735,['Swarm'],62,300,255,Larva Pok̩mon,45,1000000,0.4,47,Grubbin,50.0,736,55,45,46,bug,,4.4,7,0
736,['Battery'],82,400,120,Battery Pok̩mon,95,1000000,0.5,57,Charjabug,50.0,737,55,75,36,bug,electric,10.5,7,0
737,['Levitate'],70,500,45,Stag Beetle Pok̩mon,90,1000000,1.5,77,Vikavolt,50.0,738,145,75,43,bug,electric,45.0,7,0
738,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",82,338,225,Boxing Pok̩mon,57,1000000,0.6,47,Crabrawler,50.0,739,42,47,63,fighting,,7.0,7,0
739,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",132,478,60,Woolly Crab Pok̩mon,77,1000000,1.7,97,Crabominable,50.0,740,62,67,43,fighting,ice,180.0,7,0
740,['Dancer'],70,476,45,Dancing Pok̩mon,70,1000000,0.6,75,Oricorio,24.6,741,98,70,93,fire,flying,3.4,7,0
741,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",45,304,190,Bee Fly Pok̩mon,40,1000000,0.1,40,Cutiefly,50.0,742,55,40,84,bug,fairy,0.2,7,0
742,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",55,464,75,Bee Fly Pok̩mon,60,1000000,0.2,60,Ribombee,50.0,743,95,70,124,bug,fairy,0.5,7,0
743,"['Keen Eye', 'Vital Spirit', 'Steadfast']",65,280,190,Puppy Pok̩mon,40,1000000,0.5,45,Rockruff,50.0,744,30,40,60,rock,,9.2,7,0
744,"['Keen Eye', 'Sand Rush', 'Steadfast', 'Keen Eye', 'Vital Spirit', 'No Guard']",115,487,90,Wolf Pok̩mon,75,1000000,,85,Lycanroc,50.0,745,55,75,82,rock,,,7,0
745,['Schooling'],140,620,60,Small Fry Pok̩mon,130,800000,0.2,45,Wishiwashi,50.0,746,140,135,30,water,,0.3,7,0
746,"['Merciless', 'Limber', 'Regenerator']",53,305,190,Brutal Star Pok̩mon,62,1000000,0.4,50,Mareanie,50.0,747,43,52,45,poison,water,8.0,7,0
747,"['Merciless', 'Limber', 'Regenerator']",63,495,75,Brutal Star Pok̩mon,152,1000000,0.7,50,Toxapex,50.0,748,53,142,35,poison,water,14.5,7,0
748,"['Own Tempo', 'Stamina', 'Inner Focus']",100,385,190,Donkey Pok̩mon,70,1000000,1.0,70,Mudbray,50.0,749,45,55,45,ground,,110.0,7,0
749,"['Own Tempo', 'Stamina', 'Inner Focus']",125,500,60,Draft Horse Pok̩mon,100,1000000,2.5,100,Mudsdale,50.0,750,55,85,35,ground,,920.0,7,0
750,"['Water Bubble', 'Water Absorb']",40,269,200,Water Bubble Pok̩mon,52,1000000,0.3,38,Dewpider,50.0,751,40,72,27,water,bug,4.0,7,0
751,"['Water Bubble', 'Water Absorb']",70,454,100,Water Bubble Pok̩mon,92,1000000,1.8,68,Araquanid,50.0,752,50,132,42,water,bug,82.0,7,0
752,"['Leaf Guard', 'Contrary']",55,250,190,Sickle Grass Pok̩mon,35,1000000,0.3,40,Fomantis,50.0,753,50,35,35,grass,,1.5,7,0
753,"['Leaf Guard', 'Contrary']",105,480,75,Bloom Sickle Pok̩mon,90,1000000,0.9,70,Lurantis,50.0,754,80,90,45,grass,,18.5,7,0
754,"['Illuminate', 'Effect Spore', 'Rain Dish']",35,285,190,Illuminating Pok̩mon,55,1000000,0.2,40,Morelull,50.0,755,65,75,15,grass,fairy,1.5,7,0
755,"['Illuminate', 'Effect Spore', 'Rain Dish']",45,405,75,Illuminating Pok̩mon,80,1000000,1.0,60,Shiinotic,50.0,756,90,100,30,grass,fairy,11.5,7,0
756,"['Corrosion', 'Oblivious']",44,320,120,Toxic Lizard Pok̩mon,40,1000000,0.6,48,Salandit,88.1,757,71,40,77,poison,fire,4.8,7,0
757,"['Corrosion', 'Oblivious']",64,480,45,Toxic Lizard Pok̩mon,60,1000000,1.2,68,Salazzle,0.0,758,111,60,117,poison,fire,22.2,7,0
758,"['Fluffy', 'Klutz', 'Cute Charm']",75,340,140,Flailing Pok̩mon,50,1000000,0.5,70,Stufful,50.0,759,45,50,50,normal,fighting,6.8,7,0
759,"['Fluffy', 'Klutz', 'Unnerve']",125,500,70,Strong Arm Pok̩mon,80,1000000,2.1,120,Bewear,50.0,760,55,60,60,normal,fighting,135.0,7,0
760,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",30,210,235,Fruit Pok̩mon,38,1059860,0.3,42,Bounsweet,0.0,761,30,38,32,grass,,3.2,7,0
761,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",40,290,120,Fruit Pok̩mon,48,1059860,0.7,52,Steenee,0.0,762,40,48,62,grass,,8.2,7,0
762,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",120,510,45,Fruit Pok̩mon,98,1059860,1.2,72,Tsareena,0.0,763,50,98,72,grass,,21.4,7,0
763,"['Flower Veil', 'Triage', 'Natural Cure']",52,485,60,Posy Picker Pok̩mon,90,800000,0.1,51,Comfey,24.6,764,82,110,100,fairy,,0.3,7,0
764,"['Inner Focus', 'Telepathy', 'Symbiosis']",60,490,45,Sage Pok̩mon,80,1250000,1.5,90,Oranguru,50.0,765,90,110,60,normal,psychic,76.0,7,0
765,"['Receiver', 'Defiant']",120,490,45,Teamwork Pok̩mon,90,1250000,2.0,100,Passimian,50.0,766,40,60,80,fighting,,82.8,7,0
766,['Wimp Out'],35,230,90,Turn Tail Pok̩mon,40,1000000,0.5,25,Wimpod,50.0,767,20,30,80,bug,water,12.0,7,0
767,['Emergency Exit'],125,530,45,Hard Scale Pok̩mon,140,1000000,2.0,75,Golisopod,50.0,768,60,90,40,bug,water,108.0,7,0
768,"['Water Compaction', 'Sand Veil']",55,320,140,Sand Heap Pok̩mon,80,1000000,0.5,55,Sandygast,50.0,769,70,45,15,ghost,ground,70.0,7,0
769,"['Water Compaction', 'Sand Veil']",75,480,60,Sand Castle Pok̩mon,110,1000000,1.3,85,Palossand,50.0,770,100,75,35,ghost,ground,250.0,7,0
770,"['Innards Out', 'Unaware']",60,410,60,Sea Cucumber Pok̩mon,130,800000,0.3,55,Pyukumuku,50.0,771,30,130,5,water,,1.2,7,0
771,['Battle Armor'],95,534,3,Synthetic Pok̩mon,95,1250000,1.9,95,Type: Null,,772,95,95,59,normal,,120.5,7,0
772,['RKS System'],95,570,3,Synthetic Pok̩mon,95,1250000,2.3,95,Silvally,,773,95,95,95,normal,,100.5,7,0
773,['Shields Down'],100,500,30 (Meteorite)255 (Core),Meteor Pok̩mon,60,1059860,0.3,60,Minior,,774,100,60,120,rock,flying,40.0,7,0
774,['Comatose'],115,480,45,Drowsing Pok̩mon,65,1250000,0.4,65,Komala,50.0,775,75,95,65,normal,,19.9,7,0
775,['Shell Armor'],78,485,70,Blast Turtle Pok̩mon,135,1000000,2.0,60,Turtonator,50.0,776,91,85,36,fire,dragon,212.0,7,0
776,"['Iron Barbs', 'Lightningrod', 'Sturdy']",98,435,180,Roly-Poly Pok̩mon,63,1000000,0.3,65,Togedemaru,50.0,777,40,73,96,electric,steel,3.3,7,0
777,['Disguise'],90,476,45,Disguise Pok̩mon,80,1000000,0.2,55,Mimikyu,50.0,778,50,105,96,ghost,fairy,0.7,7,0
778,"['Dazzling', 'Strong Jaw', 'Wonder Skin ']",105,475,80,Gnash Teeth Pok̩mon,70,1000000,0.9,68,Bruxish,50.0,779,70,70,92,water,psychic,19.0,7,0
779,"['Berserk', 'Sap Sipper', 'Cloud Nine']",60,485,70,Placid Pok̩mon,85,1000000,3.0,78,Drampa,50.0,780,135,91,36,normal,dragon,185.0,7,0
780,['Steelworker'],131,517,25,Sea Creeper Pok̩mon,100,1000000,3.9,70,Dhelmise,,781,86,90,40,ghost,grass,210.0,7,0
781,"['Bulletproof', 'Soundproof', 'Overcoat']",55,300,45,Scaly Pok̩mon,65,1250000,0.6,45,Jangmo-o,50.0,782,45,45,45,dragon,,29.7,7,0
782,"['Bulletproof', 'Soundproof', 'Overcoat']",75,420,45,Scaly Pok̩mon,90,1250000,1.2,55,Hakamo-o,50.0,783,65,70,65,dragon,fighting,47.0,7,0
783,"['Bulletproof', 'Soundproof', 'Overcoat']",110,600,45,Scaly Pok̩mon,125,1250000,1.6,75,Kommo-o,50.0,784,100,105,85,dragon,fighting,78.2,7,0
784,"['Electric Surge', 'Telepathy']",115,570,3,Land Spirit Pok̩mon,85,1250000,1.8,70,Tapu Koko,,785,95,75,130,electric,fairy,20.5,7,1
785,"['Psychic Surge', 'Telepathy']",85,570,3,Land Spirit Pok̩mon,75,1250000,1.2,70,Tapu Lele,,786,130,115,95,psychic,fairy,18.6,7,1
786,"['Grassy Surge', 'Telepathy']",130,570,3,Land Spirit Pok̩mon,115,1250000,1.9,70,Tapu Bulu,,787,85,95,75,grass,fairy,45.5,7,1
787,"['Misty Surge', 'Telepathy']",75,570,3,Land Spirit Pok̩mon,115,1250000,1.3,70,Tapu Fini,,788,95,130,85,water,fairy,21.2,7,1
788,['Unaware'],29,200,45,Nebula Pok̩mon,31,1250000,0.2,43,Cosmog,,789,29,31,37,psychic,,0.1,7,1
789,['Sturdy'],29,400,45,Protostar Pok̩mon,131,1250000,0.1,43,Cosmoem,,790,29,131,37,psychic,,999.9,7,1
790,['Full Metal Body'],137,680,45,Sunne Pok̩mon,107,1250000,3.4,137,Solgaleo,,791,113,89,97,psychic,steel,230.0,7,1
791,['Shadow Shield'],113,680,45,Moone Pok̩mon,89,1250000,4.0,137,Lunala,,792,137,107,97,psychic,ghost,120.0,7,1
792,['Beast Boost'],53,570,45,Parasite Pok̩mon,47,1250000,1.2,109,Nihilego,,793,127,131,103,rock,poison,55.5,7,1
793,['Beast Boost'],139,570,25,Swollen Pok̩mon,139,1250000,2.4,107,Buzzwole,,794,53,53,79,bug,fighting,333.6,7,1
794,['Beast Boost'],137,570,255,Lissome Pok̩mon,37,1250000,1.8,71,Pheromosa,,795,137,37,151,bug,fighting,25.0,7,1
795,['Beast Boost'],89,570,30,Glowing Pok̩mon,71,1250000,3.8,83,Xurkitree,,796,173,71,83,electric,,100.0,7,1
796,['Beast Boost'],101,570,25,Launch Pok̩mon,103,1250000,9.2,97,Celesteela,,797,107,101,61,steel,flying,999.9,7,1
797,['Beast Boost'],181,570,255,Drawn Sword Pok̩mon,131,1250000,0.3,59,Kartana,,798,59,31,109,grass,steel,0.1,7,1
798,['Beast Boost'],101,570,15,Junkivore Pok̩mon,53,1250000,5.5,223,Guzzlord,,799,97,53,43,dark,dragon,888.0,7,1
799,['Prism Armor'],107,600,3,Prism Pok̩mon,101,1250000,2.4,97,Necrozma,,800,127,89,79,psychic,,230.0,7,1
800,['Soul-Heart'],95,600,3,Artificial Pok̩mon,115,1250000,1.0,80,Magearna,,801,130,115,65,steel,fairy,80.5,7,1
